ABA DE ORIGEM,LINHA,VIATURA ENCONTRADA,TIPO DE SERVIÇO,CONTEÚDO DA LINHA
MANUTENÇÃO-2024,153,MOB-17101,PNEU,"187 1906 ***** MOB-17101 ***** 1.FORNECERESUBSTITUIR,CONJUNTODERELAÇÃO,COROA,PINHÃOECORRENTE,CONFORMEESPECIFICAÇÃODOFABRICANTE;
2.FORNECERESUBSTITUIR,JOGODEJUNTACOMPLETODEMOTOR;
2.FORNECERESUBSTITUIR,""EIXO""PINHÃODOCÂMBIOORIGINAL;CONFORMEESPECIFICAÇÃODOFABRICANTE;
3.FORNECERESUBSTITUIR,ÓLEODEMOTOR,CONFORMEESPECIFICAÇÃODOFABRICANTE;
4FORNECERESUBSTITUIR,FILTRODEÓLEO,CONFORMEESPECIFICAÇÃODOFABRICANTE;
5.FORNECERESUBSTITUIR,FILTRODECOMBUSTÍVELORIGINAL,CONFORMEESPECIFICAÇÃODOFABRICANTE;
6.FORNECERESUBSTITUIR,01(UM)PNEUDIANT.100/90/19E01(UM)PNEUTRAS.130/8017,PIRELLI,METZELER,EOUPRIMEIRALINHA CORRETIVA ***** R$- CANCELADONANEO ITEMSOLICTADODEFORMAERRÔNEA."
MANUTENÇÃO-2024,157,VO-17008,EMBREAGEM,"***** 1953 ***** VO-17008 ***** 1.FORNECERESUBSTITUIR,RETIFICACOMPLETADEMOTOREPEÇAS.
2.FORNECERESUBSTITUIRGRADEDIANTEIRACOMPLETACONFORMEMODELOEPINTURAEESPECIFICAÇÃOREGULAMENTARDOCORPODEBOMBEIROS;
3.FORNECERESUBSTITUIRRETROVISORL/DEL/ECOMPLETO,CONFORMEESPECIFICAÇÃODOMODELOEPINTURAEMCONFORMIDADEACORDOVEÍCULOREGULAMENTARDOCORPODEBOMBEIROS;
4.FORNECEREEXECUTARFUNILARIAEPINTURADACARROCERIAEASSOALHO,CABINE,CAÇAMBA,PARA-CHOQUEDIANTEIROETRASEIRO,CONFORMEESPECIFICAÇÃOREGULAMENTARDOCORPODEBOMBEIROS;
5.FORNECERESUBSTITUIRCANALETASDASPORTASDIANTEIRAEPORTASPASSAGEIROTRASEIRA;
6.FORNECEREEXECUTARAJUSTEEMANUTENÇÃODOSISTEMADETRAVAMENTODAPORTATRASEIRADACARROCERIA;
7.FORNECERESUBSTITUIRBRAÇOEPALHETASDOLIMPADORDEPARA-BRISA;
8.FORNECERESUBSTITUIRBORRACHASDEVEDAÇÃODAPORTAS;
9.FORNECERESUBSTITUIRFRISOSLATERAISEXTERNO;
10.FORNECERESUBSTITUIRPESTANASEXTERNASDOSVIDROSDASPORTASDIANTEIRAETRASEIRA;
11.FORNECERESUBSTITUIRSCOOPDECAPÔ,BEMCOMOEXECUTARPINTURAEMCONFORMIDADEACORDOVEÍCULOREGULAMENTARDOCORPODEBOMBEIROS;
12.FORNECEREEXECUTARPINTURADOSESTRIBOSLATERAIS,MATACACHORROESANTOANTONIONACORPRETACONFORMEPINTURAORIGINAL;
13.FORNECERESUBSTITUIRCAPAPEDALDOFREIO,EMBREAGEMEACELERADOR;
14.FORNECERESUBSTITUIRMOLDURADATAMPATRASEIRA;
15.FORNECERESUBSTITUIRNOPARA-CHOQUETASEIRO,ALMOFADAPISANTE,POLAINA.
 CORRETIVA ***** R$- CANCELADONANEO VIATURASERÁDESCARREGADA."
MANUTENÇÃO-2024,164,GMT-0700,PNEU,"***** 1983 THU AUG 08 2024 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) UR-17210 ??? 1.FORNECERESUBSTITUIR,04(QUATRO)PNEUSDEPRIMEIRALINHAMARCAFIRESTONECV5000-225/65R16-112/110R;
2.FORNECERESUBSTITUIR,04VÁLVULAPNEUSEMCÂMERA.
3.FORNECEREEXECUTAR,ALINHAMENTOEBALANCEAMENTO. PREVENTIVA BHB R$6.785,87 FINALIZADONANEO "
MANUTENÇÃO-2024,177,VO-17100,PNEU,"***** 2020 ***** VO-17100 ***** 1.	FORNECERESUBSTITUIR,02(DOIS)PNEUSDIANTEIROS205/55R1691H-PRIMEIRALINHA,DEMARCADUNLOP,MODELOENASAVEEC300+
2.FORNECERESUBSTITUIR02(DUAS)VÁLVULAS(BICOS)SIMPLESDEENCHIMENTOPARAOSPNEUSASEREMSUBSTITUÍDOS;
3.	REALIZAROALINHAMENTODEDIREÇÃO;
4.REALIZAROBALANCEMANTODAS04(QUATRO)RODAS. PREVENTIVA ***** R$- CANCELADONANEO SERVIÇOREALIZADOCOMRECURSOMUNICIPAL."
MANUTENÇÃO-2024,185,ABS-17103,EMBREAGEM,"348 2607 ***** ABS-17103 ***** 1.	FORNECERESUBSTITUIRKITDEEMBREAGEM(PLATÔEDISCO)CONFORMEESPECIFICAÇÃODOFABRICANTE;
2.	FORNECERESUBSTITUIRKITCAIXASECA; CORRETIVA ***** R$- CANCELADONANEO FEITOCONTATOCOMORESPONSÁVELEELEINFORMOUQUENÃOSERÁPOSSÍVELABAIXAROSVALORESDEVIDOOSCUSTOSOPERACIONAIS."
MANUTENÇÃO-2024,197,GMT-0700,EMBREAGEM,"348 2635 MON OCT 21 2024 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) ABS-17103 146612 1.FORNECERESUBSTITUIREMBREAGEMCOMPLETA,MARCAIVECO,CONFORMEOSITENSABAIXO:
2.FORNECERESUBSTITUIRCARCAÇADECAIXADECÂMBIO,VOLANTEDOMOTOR,KITDEEMBREAGEM,GARFOEMBREAGEM,SUPORTEDOGARFODAEMBREAGEM,PINOGUIADEEMBREAGEM,ROLAMENTOEIXOPILOTOPARAFUSO((M8X125X357MM),FLUIDODOT5.
3.FORNECERSERVIÇOGUINCHO.VIATURAENCONTRA-SENOSEGUINTEENDEREÇO:RUAOLEGÁRIOPAIVA,33-CENTRO-MOGIDASCRUZES-SP. CORRETIVA MULTISERVICE R$21.329,55 FINALIZADONANEO "
MANUTENÇÃO-2024,198,GMT-0700,PNEU,"273 ***** THU JUN 27 2024 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) AC-17001 45100 RODÍZIODEPNEUS;ALINHAMENTODEDIREÇÃO;BALANCEAMENTODAS4RODAS PREVENTIVA DUPAIVA R$190,00 CONCLUÍDO "
MANUTENÇÃO-2024,207,MOB-17101,PNEU,"187 2163 ***** MOB-17101 ***** 1.	FORNECERESUBSTITUIR,CONJUNTODERELAÇÃO,COROA,PINHÃOECORRENTE,CONFORMEESPECIFICAÇÃODOFABRICANTE;
2.RETIFICACOMPLETADOMOTOR;
2.FORNECERESUBSTITUIR,""EIXO""PINHÃODOCÂMBIOORIGINAL;CONFORMEESPECIFICAÇÃODOFABRICANTE;
3.FORNECERESUBSTITUIR,ÓLEODEMOTOR,CONFORMEESPECIFICAÇÃODOFABRICANTE;
4FORNECERESUBSTITUIR,FILTRODEÓLEO,CONFORMEESPECIFICAÇÃODOFABRICANTE;
5.FORNECERESUBSTITUIR,FILTRODECOMBUSTÍVELORIGINAL,CONFORMEESPECIFICAÇÃODOFABRICANTE;
6.FORNECERESUBSTITUIR,01(UM)PNEUDIANT.100/90/19E01(UM)PNEUTRAS.130/8017,PIRELLI,METZELER,EOUPRIMEIRALINHA CORRETIVA ***** R$- CANCELADONANEO VIATURASERÁDESCARREGADA"
MANUTENÇÃO-2024,223,GMT-0700,EMBREAGEM,"***** 2292 TUE SEP 17 2024 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) ABS-17202  1.	FORNECERESUBSTITUIRKITDEEMBREAGEM(PLATÔEDISCO)CONFORMEESPECIFICAÇÃODOFABRICANTE;
2.	FORNECERESUBSTITUIRATUADORDEEMBREAGEMDOCAMBIOCONFORMEESPECIFICAÇÃODOFABRICANTE;
3.	FORNECERESUBSTITUIRRETENTORDOVOLANTEDEMOTORCONFORMEESPECIFICAÇÃODOFABRICANTE;
4.	RETIFICARVOLANTEDEMOTOR;
5.FORNECERESUBSTITUIRFLUÍDODOT4.
6.FORNECERSERVIÇODEGUINCHO. CORRETIVA NAVARRO R$13.301,01 FINALIZADONANEO "
MANUTENÇÃO-2024,239,GMT-0700,PNEU,"141 ***** TUE JUL 09 2024 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) UR-17101 33405 COMPRADE02PNEUS(225/75R16121/120RCV5000-FIRESTONE).OBS.:PARAUSONASRODASTRASEIRAS PREVENTIVA DELLAVIA R$2.016,00 CONCLUÍDO "
MANUTENÇÃO-2024,241,GMT-0700,PNEU,***** ***** WED JUL 10 2024 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) UR-17101 33470 MONTAGEMEBALANCEAMENTODE02PNEUS(225/75R16121/120RCV5000-FIRESTONE).OBS.:RODASTRASEIRAS PREVENTIVA GVPNEUS(GETÚLIOVARGAS) R$- CONCLUÍDO 
MANUTENÇÃO-2024,242,GMT-0700,PNEU,"***** 2349 TUE OCT 15 2024 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) UR-17213 ??? 1.FORNECERESUBSTITUIR,04(QUATRO)PNEUSDEPRIMEIRALINHAMARCAFIRESTONECV5000-225/75R16-121/120R;
2.FORNECERESUBSTITUIR,04BICOSDEAR
3.FORNECEREEXECUTAR,ALINHAMENTOEBALANCEAMENTO. PREVENTIVA PALACEPNEUS R$6.059,71 FINALIZADONANEO "
MANUTENÇÃO-2024,247,GMT-0700,PNEU,"***** 2372 MON OCT 14 2024 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) UR-17211 ??? FORNECERSERVIÇODEALINHAMENTO/BALANCEAMENTOERODIZIODOSPNEUS. PREVENTIVA COSMORAMA R$475,68 FINALIZADONANEO "
MANUTENÇÃO-2024,248,GMT-0700,PNEU,"***** 2373 WED OCT 09 2024 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) UR-17208 ??? FORNECERSERVIÇODEALINHAMENTO/BALANCEAMENTOERODIZIODOSPNEUS. PREVENTIVA COSMORAMA R$475,68 FINALIZADONANEO "
MANUTENÇÃO-2024,249,GMT-0700,PNEU,"314 ***** THU AUG 22 2024 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) MOB-17105 58280 TROCADACÂMARADEARPNEUTRASEIRO CORRETIVA TOTALMOTOS R$105,00 CONCLUÍDO "
MANUTENÇÃO-2024,256,AC-17001,PNEU,"327 2411 ***** AC-17001 ***** 1.FORNECERESUBSTITUIR,02(QUATRO)PNEUSDEPRIMEIRALINHAMARCAGOODYEAR-AT265/65R17112H;PNEUGOODYEARARO17WRANGLERWORKHORSE
2.FORNECERESUBSTITUIR,02BICOSDEAR
3.FORNECEREEXECUTAR,ALINHAMENTOEBALANCEAMENTO. PREVENTIVA ***** R$- CANCELADONANEO ERRODENOQUANTITATIVODASPEÇAS."
MANUTENÇÃO-2024,258,AC-17001,PNEU,"327 2417 ***** AC-17001 ***** 1.FORNECERESUBSTITUIR,02(DOIS)PNEUSDEPRIMEIRALINHAMARCAGOODYEAR-AT265/65R17112H;PNEUGOODYEARARO17WRANGLERWORKHORSE
2.FORNECERESUBSTITUIR,02BICOSDEAR
3.FORNECEREEXECUTAR,ALINHAMENTOEBALANCEAMENTO. PREVENTIVA ***** R$- CANCELADONANEO SERVIÇOSERÁREALIZADOCOMRECURSOMUNICIPAL"
MANUTENÇÃO-2024,268,ABS-17202,PNEU,"***** 2428 ***** ABS-17202 ***** 1.FORNECERESUBSTITUIR,02(DOIS)PNEUSDEPRIMEIRALINHA,MARCABRIDGESTONE-275/80R22.5;
2.FORNECERESUBSTITUIR,02BICOSDEAR
3.FORNECEREEXECUTAR,ALINHAMENTOEBALANCEAMENTO. PREVENTIVA ***** R$- CANCELADONANEO PNEUSCOMPREÇOFORADATABELADEREFERÊNCIADEMERCADO."
MANUTENÇÃO-2024,269,VO-17205,PNEU,"***** 2429 ***** VO-17205 ***** 1.FORNECERESUBSTITUIR,02(QUATRO)PNEUSDEPRIMEIRALINHAMARCAPIRELLI-205/60/15;
2.FORNECERESUBSTITUIR,02BICOSDEAR
3.FORNECEREEXECUTAR,ALINHAMENTOEBALANCEAMENTO. PREVENTIVA ***** R$- CANCELADONANEO SERVIÇOSERÁREALIZADOCOMRECURSOMUNICIPAL"
MANUTENÇÃO-2024,270,GMT-0700,EMBREAGEM,"***** ***** WED SEP 04 2024 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) MOB-17107 49670 TROCADOKITDEEMBREAGEMEFLUÍDODEFREIOD CORRETIVA MARCATTOMOTOS R$275,90 CONCLUÍDO "
MANUTENÇÃO-2024,272,VO-17103,PNEU,"***** 2448 ***** VO-17103 ***** 1.FORNECERESUBSTITUIR,02(DOIS)PNEUSDEPRIMEIRALINHAMARCAPIRELLI-205/65/15;
2.FORNECERESUBSTITUIR,02BICOSDEAR
3.FORNECEREEXECUTAR,ALINHAMENTOEBALANCEAMENTO. PREVENTIVA ***** R$- CANCELADONANEO SERVIÇOSERÁREALIZADOCOMRECURSOMUNICIPAL"
MANUTENÇÃO-2024,274,GMT-0700,PNEU,"327 ***** TUE SEP 10 2024 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) AC-17001 49750 COMPRADE02PNEUS(225/75R16121/120RCV5000-FIRESTONE).OBS.:PARAUSONASRODASTRASEIRAS PREVENTIVA DELLAVIA R$2.399,00 CONCLUÍDO "
MANUTENÇÃO-2024,275,GMT-0700,PNEU,"***** ***** TUE SEP 10 2024 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) VO-17103/AC-17001 114067 TROCADOS4PNEUS;ALINHAMENTODEDIREÇÃO;BALANCEMANTODAS4RODAS PREVENTIVA DELLAVIA R$5.030,00 CONCLUÍDO "
MANUTENÇÃO-2024,289,GMT-0700,PNEU,"357 ***** THU OCT 10 2024 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) ASE-17101 162928 02PNEUS CORRETIVA SERGIPANA R$6.760,00 CONCLUÍDO "
MANUTENÇÃO-2024,290,GMT-0700,PNEU,"357 ***** THU OCT 10 2024 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) ASE-17101 162928 ALINHAMENTO,BALANCEAMENTO,TROCADEDOISFRISOSEMONTAGEMDEDOISPNEUS CORRETIVA MVPNEUS R$1.250,00 CONCLUÍDO "
MANUTENÇÃO-2024,293,ABS-17203,PNEU,"***** 2626 ??? ABS-17203 ??? 1.FORNECEREEXECUTARSERVIÇODEALINHAMENTOEBALANCEAMENTO,RODIZIODEPNEUS. PREVENTIVA JKAR R$719,46 FINALIZADONANEO "
MANUTENÇÃO-2024,296,UT-17003,PNEU,"***** 2695 ***** UT-17003 ***** 1.FORNECERESUBSTITUIR04PNEUSFIRESTONEARO16CV5000205/75R16C110/108R;
2.FORNECERESUBSTITUIR04BICOSDEPNEUSCONFORMEESPECIFICAÇÃODOFABRICANTE;
3.FORNECEREEXECUTAR04BALANCEAMENTOSDEPNEUS;
5.FORNECEREEXECUTARALINHAMENTO. PREVENTIVA ***** R$- CANCELADONANEO SERÁUTILIZADORECURSOMUNICIPALPARATROCADOSPNEUS."
MANUTENÇÃO-2024,297,GMT-0800,PNEU,"***** 2721 MON NOV 18 2024 19:00:00 GMT-0800 (PACIFIC STANDARD TIME) ABS-17202 ??? 1.FORNECERESUBSTITUIR,02(DOIS)PNEUSDEPRIMEIRALINHA,MARCABRIDGESTONE-275/80R22.5;
2.FORNECERESUBSTITUIR,02BICOSDEAR
3.FORNECEREEXECUTAR,ALINHAMENTOEBALANCEAMENTO. PREVENTIVA ALBUQUERQUE R$4.867,97 FINALIZADONANEO "
MANUTENÇÃO-2024,298,MOB-17102,PNEU,"351 2724 ***** MOB-17102 ***** 1.	SUBSTITUIR02PNEUSQUESERÃOFORNECIDOSPELO17ºGB;
2.FORNECERESUBSTITUIR02VÁLVULASDEPNEUS;
3.FORNECERESUBSTITUIRÓLEODEMOTORCONFORMEESPECIFICAÇÃODOFABRICANTE;
4FORNECERESUBSTITUIRFILTRODEÓLEODEMOTOCONFORMEESPECIFICAÇÃODOFABRICANTE;
5.FORNECERESUBSTITUIRFILTRODEARCONFORMEESPECIFICAÇÃODOFABRICANTE.
6.SUBSTITUIRPASTILHASDEFREIODIANTEIROQUESERÃOFORNECIDASPELO17ºGB. PREVENTIVA ***** R$- CANCELADONANEO FALTAITENSASEREMLANÇADOS"
MANUTENÇÃO-2024,301,GMT-0700,PNEU,"289 ***** THU OCT 31 2024 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) ABS-17106 41984 TROCADE4PNEUSTRASEIROS,ALINHAMENTOEBALANCEAMENTO PREVENTIVA SERGIPANA R$2.435,00 CONCLUÍDO 61"
MANUTENÇÃO-2024,304,MOB-17102,PNEU,"351 2846 ***** MOB-17102 ***** 1.SUBSTITUIR02PNEUSQUESERÃOFORNECIDOSPELO17ºGB;
2.FORNECERESUBSTITUIRCÂMARADEARDIANTEIROETRASEIRO;
3.FORNECERESUBSTITUIRÓLEODEMOTORCONFORMEESPECIFICAÇÃODOFABRICANTE;
4FORNECERESUBSTITUIRFILTRODEÓLEODEMOTOCONFORMEESPECIFICAÇÃODOFABRICANTE;
5.FORNECERESUBSTITUIRFILTRODEARCONFORMEESPECIFICAÇÃODOFABRICANTE;
6.SUBSTITUIRPASTILHASDEFREIODIANTEIROQUESERÃOFORNECIDASPELO17ºGB. PREVENTIVA ***** R$- CANCELADONANEO FALTOUADICIONARMAISITENSNADESCRIÇÃODESERVIÇOS"
MANUTENÇÃO-2024,309,GMT-0800,PNEU,"351 2887 MON JAN 06 2025 19:00:00 GMT-0800 (PACIFIC STANDARD TIME) MOB-17102 81462 1.SUBSTITUIR02PNEUSQUESERÃOFORNECIDOSPELO17ºGB;
2.FORNECERESUBSTITUIRCÂMARADEARDIANTEIROETRASEIRO;
3.FORNECERESUBSTITUIRÓLEODEMOTORCONFORMEESPECIFICAÇÃODOFABRICANTE;
4FORNECERESUBSTITUIRFILTRODEÓLEODEMOTOCONFORMEESPECIFICAÇÃODOFABRICANTE;
5.FORNECERESUBSTITUIRFILTRODEARCONFORMEESPECIFICAÇÃODOFABRICANTE;
6.SUBSTITUIRPASTILHASDEFREIODIANTEIROQUESERÃOFORNECIDASPELO17ºGB. PREVENTIVA TOTALMOTOS R$1.166,13 EXECUTADO "
MANUTENÇÃO-2024,325,UR-17105,PNEU,"205 1608 ***** UR-17105 ***** 1.FORNECERESUBSTITUIR,04(QUATRO)PNEUSDEPRIMEIRALINHAMARCAFIRESTONECV5000-225/75R16-121/120R;
3.FORNECEREEXECUTAR,ALINHAMENTOEBALANCEAMENTO. PREVENTIVA ***** R$- CANCELADONANEO REALIZADOCOMRECURSOINTERNO."
MANUTENÇÃO-2024,329,GMT-0800,PNEU,"***** ***** THU NOV 21 2024 19:00:00 GMT-0800 (PACIFIC STANDARD TIME) UT-17003 111870 TROCADE04PNEUS(205/75R16FIRESTONE);04BALANCEAMENTOSDERODA;TROCADAS04VÁLVULASDEPNEU;01ALINHAMENTODEDIREÇÃO PREVENTIVA IKEDA R$4.296,00 CONCLUÍDO "
MANUTENÇÃO-2024,338,GMT-0700,PNEU,"212 ***** MON APR 15 2024 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) UR-17105 29772 TROCADOS04PNEUS(225/75R16C-CARGOMARATHONII118/116RE);ALINHAMENTODEDIREÇÃO;BALANCEAMENTODAS04RODAS PREVENTIVA APICEMOGI R$5.400,00 CONCLUÍDO "
MANUTENÇÃO-2024,344,GMT-0700,PNEU,"220 ***** MON APR 15 2024 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) UR-17105 29772 TROCADOS04PNEUS(225/75R16C-CARGOMARATHONII118/116RE);ALINHAMENTODEDIREÇÃO;BALANCEAMENTODAS04RODAS PREVENTIVA APICEMOGI R$5.400,00 CONCLUÍDO "
MANUTENÇÃO-2024,350,GMT-0800,EMBREAGEM,"411 ***** THU DEC 12 2024 19:00:00 GMT-0800 (PACIFIC STANDARD TIME) MOB-17104 70700 COMPRADOCABODAEMBREAGEM CORRETIVA ERCIMOTOS R$135,00 CONCLUÍDO "
MANUTENÇÃO-2024,351,GMT-0800,EMBREAGEM,"411 ***** THU DEC 12 2024 19:00:00 GMT-0800 (PACIFIC STANDARD TIME) MOB-17104 70700 TROCADOCABODAEMBREAGEM CORRETIVA KIMURA(GUARNIÇÃODASMOB'S) R$135,00 CONCLUÍDO "
MANUTENÇÃO-2024,352,GMT-0800,PNEU,"***** ***** THU DEC 12 2024 19:00:00 GMT-0800 (PACIFIC STANDARD TIME) TP-17001 19814 REVISÃOPERIÓDICACONTEMPLANDOOSSEGUINTESSERVIÇOS:RODÍZIODOSPNEUS,TROCADOFILTRODEÓLEODOMOTOR,TROCADAJUNTADEALIMÍNIODOBUJÃODOCÁRTER,TROCADOFILTRODECABINE,TROCADOFILTRODECOMBUSTÍVEL,TROCADOÓLEODOMOTOR(SEMISINTÉTICO).OBS.:PRÓXIMAREVISÃOAOS29.814KM. PREVENTIVA TOYOTATSUSHOMOGI R$- CONCLUÍDO "
MANUTENÇÃO-2024,381,MO-17001,PNEU,"***** 3049  MO-17001  1.FORNECERESUBSTITUIR,04(DOIS)PNEUSDEPRIMEIRALINHA,MARCAGOODYEAR-205/75R16;
2.FORNECERESUBSTITUIR,04BICOSDEAR
3.FORNECEREEXECUTAR,ALINHAMENTOEBALANCEAMENTO. PREVENTIVA   PENDENTENANEO "
MANUTENÇÃO-2024,382,UR-17214,PNEU,"***** 3055  UR-17214  1.FORNECERESUBSTITUIR,04(QUATRO)PNEUSDEPRIMEIRALINHAMARCAFIRESTONECV5000-225/75R16-121/120R;
2.FORNECERESUBSTITUIR,04(QUATRO)BICODEAR.
3.FORNECEREEXECUTAR,ALINHAMENTOEBALANCEAMENTO. PREVENTIVA   PENDENTENANEO "
MANUTENÇÃO-2023,15,GMT-0700,EMBREAGEM,"***** 3060 TUE APR 04 2023 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) AB-17201 213042 1.REPARARSERVODAEMBREAGEM,FORNECENDOESUBSTITUINDOASPEÇASQUEFOREMNECESSÁRIAS.  BFDIESEL R$1.051,00 FINALIZADANANEO "
MANUTENÇÃO-2023,22,GMT-0700,PNEU," ***** MON AUG 28 2023 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) ABS-17101  REPAROEM4PNEUS  RE9 R$130,00 NÃOHOUVEO.S. "
MANUTENÇÃO-2023,24,GMT-0800,EMBREAGEM,"44846 ***** THU FEB 16 2023 19:00:00 GMT-0800 (PACIFIC STANDARD TIME) ABS-17102 155153 TROCADOCONJUNTODEEMBREAGEM,ROLAMENTODAPONTADOPILOTO,RETÍFICADOVOLANTE,CILINDROMESTRE,CILINDROAUXILIAR,FLUÍDODOT4.  TIZIL R$4.215,00 NÃOHOUVEO.S. "
MANUTENÇÃO-2023,30,GMT-0700,PNEU,"45082 ***** WED MAY 03 2023 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) ABS-17102 156972 COMPRADE02PNEUS215/75R17,5PIRELLI(TRASEIROSLADODIREITO)  SERGIPANAPNEUS R$2.940,00 NÃOHOUVEO.S. "
MANUTENÇÃO-2023,31,GMT-0700,PNEU,"45082 ***** THU MAY 04 2023 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) ABS-17102 156972 MONTAGEMDE02PNEUS215/75R17,5PIRELLI(TRASEIROSLADODIREITO)  RE9DIESEL R$60,00 NÃOHOUVEO.S. "
MANUTENÇÃO-2023,44,GMT-0800,PNEU,"42138 2908 MON MAR 06 2023 19:00:00 GMT-0800 (PACIFIC STANDARD TIME) ABS-17103 133000 1.FORNECERESUBSTITUIR04(QUATRO)PNEUSPARACAMINHÃO,DETRAÇÃO,DIMENSÕES275/80R22,5,CONSTRUÇÃORADIAL,ARO22,5,IC152/148,COD.VEL.“M”,NOVO(PRIMEIRAVIDA),COMCERTIFICAÇÃOCOMPULSÓRIAINMETRO.ATENDENDOANORMAABNTNBR15296/2005;
2.EFETUARAMONTAGEM,BALANCEAMENTOECALIBRAGEMDE04(QUATRO)PNEUS,CONFORMEESPECIFICAÇÕESDOFABRICANTE.  APICEJACUPESSEGO R$13.456,00 FINALIZADANANEO "
MANUTENÇÃO-2023,51,GMT-0700,PNEU,"44989 3081 MON APR 24 2023 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) ABS-17103 134544 1.FORNECERESUBSTITUIR02(DOIS)PNEUSPARACAMINHÃO,DIRECIONAL,DIMENSÕES275/80R22,5,CONSTRUÇÃORADIAL,ARO22,5,IC152/148,COD.VEL.“M”,NOVO(PRIMEIRAVIDA),COMCERTIFICAÇÃOCOMPULSÓRIAINMETRO.ATENDENDOANORMAABNTNBR15296/2005;
2.EFETUARAMONTAGEM,BALANCEAMENTO,ALINHAMENTODEDIREÇÃOECALIBRAGEMDE02(DOIS)PNEUS,CONFORMEESPECIFICAÇÕESDOFABRICANTE.  PALACEPNEUS R$5.777,00 FINALIZADANANEO "
MANUTENÇÃO-2023,60,ABS-17103,EMBREAGEM," 1134  ABS-17103  1.FORNECERESUBSTITUIRKITDEEMBREAGEM(PLATÔEDISCO)CONFORMEESPECIFICAÇÃODOFABRICANTE;
2.FORNECERESUBSTITUIRATUADORDEEMBREAGEMDOCAMBIOCONFORMEESPECIFICAÇÃODOFABRICANTE;
3.FORNECERESUBSTITUIRRETENTORDOVOLANTEDEMOTORCONFORMEESPECIFICAÇÃODOFABRICANTE;
4.RETIFICARVOLANTEDEMOTOR;
5.FORNECERESUBSTITUIRFLUÍDODOT4.
6.OBS:CONTEMPLAR""GUINCHO""PARATRANSPORTEDAVIATURAATÉAOFICINA,POISELAENCONTRA-SENARUAOLEGÁRIOPAIVA,33,CENTRO,MOGIDASCRUZES-SP(CORPODEBOMBEIROS).    PENDENTENANEO "
MANUTENÇÃO-2023,67,GMT-0700,PNEU,"45022 ***** SUN APR 09 2023 20:00:00 GMT-0700 (PACIFIC DAYLIGHT TIME) ABS-17106 17297 CONSERTOEMPNEU(PNEUTRASEIROESQUERDOEXTERNOFURADO)  RE9DIESEL R$40,00 NÃOHOUVEO.S. "
MANUTENÇÃO-2023,68,ABS-17106,PNEU,"***** 355 ***** ABS-17106 ***** 1.FORNECERESUBSTITUIR02(DUAS)ESPIGÃO1/2X6""C.BAIXAG.5;
2.FORNECERESUBSTITUIR02(DUAS)PORCAS1/2SEXT.SIMPLESUNC;
3.FORNECERESUBSTITUIR04(QUATRO)PINOSDAMOLADIANTEIRAF-CARGO/VW(CURTO);
4.FORNECERESUBSTITUIR02(DOIS)PINOSDAMOLADIANTEIRAF-CARGO/VW(LONGO).
5.FORNECERESUBSTITUIR01(UMA)GRAXEIRA3/8RETA;
6.FORNECERESUBSTITUIR04(QUATRO)BUCHASBRONZEDAMOLADIANTEIRAF-CARGO/VW;
7.FORNECERESUBSTITUIR01(UMA)BARRADEDIREÇÃOCURTAF-CARGO/VWTEC;
8.FORNECEREEXECUTARALINHAMENTOEBALANCEAMENTODOSPNEUSESUSPENSÃODIANTEIRA.  ***** R$- CANCELADANANEO "
MANUTENÇÃO-2023,71,ABS-17202,PNEU,"***** 376  ABS-17202  1.FORNECERESUBSTITUIR4PNEUSTRASEIRO275/80R22,5;
2.FORNECERESUBSTITUIR4VÁLVULASPARAPNEU(BICOS);
3.FORNECEREEXECUTARBALANCEAMENTODOSPNEUSTRASEIRO.  INJETRONIC R$9.395,00 FINALIZADANANEO "
